"Step","R1","R2","R3"
"250","50.1806366229036","50.1806366229036","50.1806366229036"
"500","38.34216685525482","38.34216685525482","38.34216685525482"
"750","40.29747967419113","40.29747967419113","40.29747967419113"
"1000","173.30172886083824","173.30172886083824","173.30172886083824"
"1250","178.84873831744264","178.84873831744264","178.84873831744264"
"1500","194.64778670836182","194.64778670836182","194.64778670836182"
"1750","185.45001234237486","185.45001234237486","185.45001234237486"
"2000","149.99200733256822","149.99200733256822","149.99200733256822"
"2250","189.63062638211755","189.63062638211755","189.63062638211755"
"2500","207.96768226909822","207.96768226909822","207.96768226909822"
"2750","165.55455536165886","165.55455536165886","165.55455536165886"
"3000","176.27496110258664","176.27496110258664","176.27496110258664"
"3250","256.1450185927061","256.1450185927061","256.1450185927061"
"3500","199.97328969198185","199.97328969198185","199.97328969198185"
"3750","199.95723543678878","199.95723543678878","199.95723543678878"
"4000","366.69232639265846","366.69232639265846","366.69232639265846"
"4250","337.6815097958924","337.6815097958924","337.6815097958924"
"4500","625.9758451500918","625.9758451500918","625.9758451500918"
"4750","408.19224021999366","408.19224021999366","408.19224021999366"
"5000","688.0020770801146","688.0020770801146","688.0020770801146"
"5250","1024.3653359333782","1024.3653359333782","1024.3653359333782"
"5500","301.14526716389423","301.14526716389423","301.14526716389423"
"5750","1021.8250532196828","1021.8250532196828","1021.8250532196828"
"6000","337.47109401782984","337.47109401782984","337.47109401782984"
"6250","283.31200005594997","283.31200005594997","283.31200005594997"
"6500","304.34091637837","304.34091637837","304.34091637837"
"6750","220.48316808366388","220.48316808366388","220.48316808366388"
"7000","311.8812808163934","311.8812808163934","311.8812808163934"
"7250","302.85071674367236","302.85071674367236","302.85071674367236"
"7500","241.89878491935715","241.89878491935715","241.89878491935715"
"7750","319.11833176305976","319.11833176305976","319.11833176305976"
"8000","335.1330470509451","335.1330470509451","335.1330470509451"
"8250","1052.3406730339761","1052.3406730339761","1052.3406730339761"
"8500","265.2382297354434","265.2382297354434","265.2382297354434"
"8750","327.2988368531544","327.2988368531544","327.2988368531544"
"9000","291.60693361577137","291.60693361577137","291.60693361577137"
"9250","264.0471729342095","264.0471729342095","264.0471729342095"
"9500","232.9026496547398","232.9026496547398","232.9026496547398"
"9750","131.8240305184035","131.8240305184035","131.8240305184035"
"10000","232.4784519174297","232.4784519174297","232.4784519174297"
"10250","224.10649579005164","224.10649579005164","224.10649579005164"
"10500","50.56576085912347","50.56576085912347","50.56576085912347"
"10750","55.18469966709266","55.18469966709266","55.18469966709266"
"11000","64.27704721049746","64.27704721049746","64.27704721049746"
"11250","256.61585920911585","256.61585920911585","256.61585920911585"
"11500","329.5748329194994","329.5748329194994","329.5748329194994"
"11750","243.16495277287166","243.16495277287166","243.16495277287166"
"12000","357.03678207335116","357.03678207335116","357.03678207335116"
"12250","281.34356892521987","281.34356892521987","281.34356892521987"
"12500","278.3519805102896","278.3519805102896","278.3519805102896"
"12750","358.0863150758526","358.0863150758526","358.0863150758526"
"13000","396.47909693637405","396.47909693637405","396.47909693637405"
"13250","382.04986572354693","382.04986572354693","382.04986572354693"
"13500","410.7545808587247","410.7545808587247","410.7545808587247"
"13750","366.13852595342115","366.13852595342115","366.13852595342115"
"14000","427.52303980659786","427.52303980659786","427.52303980659786"
"14250","513.5632101479655","513.5632101479655","513.5632101479655"
"14500","247.13494899209934","247.13494899209934","247.13494899209934"
"14750","570.3482110687983","570.3482110687983","570.3482110687983"
"15000","361.51406003255863","361.51406003255863","361.51406003255863"
"15250","371.8867243955893","371.8867243955893","371.8867243955893"
"15500","505.45847405498586","505.45847405498586","505.45847405498586"
"15750","310.05173363271524","310.05173363271524","310.05173363271524"
"16000","251.67332291670542","251.67332291670542","251.67332291670542"
"16250","281.43306987545895","281.43306987545895","281.43306987545895"
"16500","355.8044158690474","355.8044158690474","355.8044158690474"
"16750","236.72908687655843","236.72908687655843","236.72908687655843"
"17000","211.88630008292745","211.88630008292745","211.88630008292745"
"17250","328.91025359572194","328.91025359572194","328.91025359572194"
"17500","322.35582277350596","322.35582277350596","322.35582277350596"
"17750","532.0100690817504","532.0100690817504","532.0100690817504"
"18000","332.43144979534753","332.43144979534753","332.43144979534753"
"18250","213.57608046137716","213.57608046137716","213.57608046137716"
"18500","368.79206702696354","368.79206702696354","368.79206702696354"
"18750","304.38301634165134","304.38301634165134","304.38301634165134"
"19000","369.0289162364757","369.0289162364757","369.0289162364757"
"19250","330.51668082576055","330.51668082576055","330.51668082576055"
"19500","297.49515579865925","297.49515579865925","297.49515579865925"
"19750","329.1308827483196","329.1308827483196","329.1308827483196"
"20000","348.0245628877497","348.0245628877497","348.0245628877497"
"20250","460.6318633997144","460.6318633997144","460.6318633997144"
"20500","319.54375236794283","319.54375236794283","319.54375236794283"
"20750","507.08950688877","507.08950688877","507.08950688877"
"21000","195.93447969981912","195.93447969981912","195.93447969981912"
"21250","621.1897826560113","621.1897826560113","621.1897826560113"
"21500","421.85643732696917","421.85643732696917","421.85643732696917"
"21750","437.2852300619099","437.2852300619099","437.2852300619099"
"22000","450.11355833980156","450.11355833980156","450.11355833980156"
"22250","322.95808963898946","322.95808963898946","322.95808963898946"
"22500","508.6724170390104","508.6724170390104","508.6724170390104"
"22750","136.45547763290924","136.45547763290924","136.45547763290924"
"23000","434.244860837524","434.244860837524","434.244860837524"
"23250","495.8384456526073","495.8384456526073","495.8384456526073"
"23500","1201.5899623792031","1201.5899623792031","1201.5899623792031"
"23750","213.89782369796922","213.89782369796922","213.89782369796922"
"24000","424.2362055668244","424.2362055668244","424.2362055668244"
"24250","551.7277768569196","551.7277768569196","551.7277768569196"
"24500","247.25523240297028","247.25523240297028","247.25523240297028"
"24750","394.0073188358519","394.0073188358519","394.0073188358519"
"25000","389.3967084368571","389.3967084368571","389.3967084368571"
"25250","363.5006929825975","363.5006929825975","363.5006929825975"
"25500","117.94788249447835","117.94788249447835","117.94788249447835"
"25750","324.2293555595325","324.2293555595325","324.2293555595325"
"26000","16.24251120379108","16.24251120379108","16.24251120379108"
"26250","636.8845904455725","636.8845904455725","636.8845904455725"
"26500","460.65886383538333","460.65886383538333","460.65886383538333"
"26750","403.8681579340562","403.8681579340562","403.8681579340562"
"27000","213.4480315356957","213.4480315356957","213.4480315356957"
"27250","339.2362598226873","339.2362598226873","339.2362598226873"
"27500","384.23522107153","384.23522107153","384.23522107153"
"27750","472.3099211178884","472.3099211178884","472.3099211178884"
"28000","315.8982680766984","315.8982680766984","315.8982680766984"
"28250","101.7211344840014","101.7211344840014","101.7211344840014"
"28500","294.24957172689585","294.24957172689585","294.24957172689585"
"28750","735.4872078325153","735.4872078325153","735.4872078325153"
"29000","805.005730737445","805.005730737445","805.005730737445"
"29250","397.36342711147154","397.36342711147154","397.36342711147154"
"29500","413.62857272859833","413.62857272859833","413.62857272859833"
"29750","354.8050884153863","354.8050884153863","354.8050884153863"
"30000","337.0720446816776","337.0720446816776","337.0720446816776"
"30250","11.92774919379698","11.92774919379698","11.92774919379698"
"30500","399.57137885344923","399.57137885344923","399.57137885344923"
"30750","65.68102204698606","65.68102204698606","65.68102204698606"
"31000","386.9786647137649","386.9786647137649","386.9786647137649"
"31250","568.3525887952637","568.3525887952637","568.3525887952637"
"31500","300.125722739653","300.125722739653","300.125722739653"
"31750","764.5212243992669","764.5212243992669","764.5212243992669"
"32000","468.1974659640909","468.1974659640909","468.1974659640909"
"32250","1333.8210908113274","1333.8210908113274","1333.8210908113274"
"32500","1233.6524110345779","1233.6524110345779","1233.6524110345779"
"32750","1485.0607947480405","1485.0607947480405","1485.0607947480405"
"33000","891.591075853485","891.591075853485","891.591075853485"
"33250","515.3708243319762","515.3708243319762","515.3708243319762"
"33500","816.8638210937793","816.8638210937793","816.8638210937793"
"33750","944.3194475700077","944.3194475700077","944.3194475700077"
"34000","763.507922764561","763.507922764561","763.507922764561"
"34250","726.2299716372751","726.2299716372751","726.2299716372751"
"34500","679.5459323289372","679.5459323289372","679.5459323289372"
"34750","623.4997759959849","623.4997759959849","623.4997759959849"
"35000","699.5670215895937","699.5670215895937","699.5670215895937"
"35250","694.3032827581324","694.3032827581324","694.3032827581324"
"35500","695.9716059679417","695.9716059679417","695.9716059679417"
"35750","763.8682258257385","763.8682258257385","763.8682258257385"
"36000","812.3355011122193","812.3355011122193","812.3355011122193"
"36250","977.9193068883291","977.9193068883291","977.9193068883291"
"36500","1153.918518898216","1153.918518898216","1153.918518898216"
"36750","1266.8649879739244","1266.8649879739244","1266.8649879739244"
"37000","1587.9713876327057","1587.9713876327057","1587.9713876327057"
"37250","1312.5901149184815","1312.5901149184815","1312.5901149184815"
"37500","3020.368997415426","3020.368997415426","3020.368997415426"
"37750","1398.5373360846747","1398.5373360846747","1398.5373360846747"
"38000","1599.1513985579984","1599.1513985579984","1599.1513985579984"
"38250","1532.9331106987352","1532.9331106987352","1532.9331106987352"
"38500","2851.913022975556","2851.913022975556","2851.913022975556"
"38750","1056.4326661667394","1056.4326661667394","1056.4326661667394"
"39000","1497.9434238539511","1497.9434238539511","1497.9434238539511"
"39250","943.717763838542","943.717763838542","943.717763838542"
"39500","2750.9660835201153","2750.9660835201153","2750.9660835201153"
"39750","1391.5404528506785","1391.5404528506785","1391.5404528506785"
"40000","1904.743158222782","1904.743158222782","1904.743158222782"
"40250","1612.697555997308","1612.697555997308","1612.697555997308"
"40500","1572.448885804368","1572.448885804368","1572.448885804368"
"40750","964.1067564703584","964.1067564703584","964.1067564703584"
"41000","1019.4584694360644","1019.4584694360644","1019.4584694360644"
"41250","891.2176580233895","891.2176580233895","891.2176580233895"
"41500","1420.8523288669867","1420.8523288669867","1420.8523288669867"
"41750","680.712507868632","680.712507868632","680.712507868632"
"42000","3001.0850665732396","3001.0850665732396","3001.0850665732396"
"42250","900.919673792563","900.919673792563","900.919673792563"
"42500","1157.2530572837195","1157.2530572837195","1157.2530572837195"
"42750","979.3478123228922","979.3478123228922","979.3478123228922"
"43000","2924.346608090514","2924.346608090514","2924.346608090514"
"43250","1121.3574326720932","1121.3574326720932","1121.3574326720932"
"43500","1000.8225766469159","1000.8225766469159","1000.8225766469159"
"43750","2963.184637840347","2963.184637840347","2963.184637840347"
"44000","3126.074441152312","3126.074441152312","3126.074441152312"
"44250","935.4904237371309","935.4904237371309","935.4904237371309"
"44500","1170.5219032738207","1170.5219032738207","1170.5219032738207"
"44750","808.0126345924166","808.0126345924166","808.0126345924166"
"45000","912.5316028859961","912.5316028859961","912.5316028859961"
"45250","984.1897679743201","984.1897679743201","984.1897679743201"
"45500","932.4207017025765","932.4207017025765","932.4207017025765"
"45750","703.2189602494875","703.2189602494875","703.2189602494875"
"46000","905.1627670514092","905.1627670514092","905.1627670514092"
"46250","773.6975369593274","773.6975369593274","773.6975369593274"
"46500","893.9115573451527","893.9115573451527","893.9115573451527"
"46750","974.9474548288435","974.9474548288435","974.9474548288435"
"47000","822.6249513886515","822.6249513886515","822.6249513886515"
"47250","1070.6118273176287","1070.6118273176287","1070.6118273176287"
"47500","1253.017516405896","1253.017516405896","1253.017516405896"
"47750","980.7177140460121","980.7177140460121","980.7177140460121"
"48000","1624.6864679640034","1624.6864679640034","1624.6864679640034"
"48250","1159.6403661591996","1159.6403661591996","1159.6403661591996"
"48500","1244.7877922971893","1244.7877922971893","1244.7877922971893"
"48750","1140.1029960712353","1140.1029960712353","1140.1029960712353"
"49000","773.0813334219205","773.0813334219205","773.0813334219205"
"49250","804.2927983529771","804.2927983529771","804.2927983529771"
"49500","3128.1269773201752","3128.1269773201752","3128.1269773201752"
"49750","3022.8155945872822","3022.8155945872822","3022.8155945872822"
"50000","958.170391853418","958.170391853418","958.170391853418"
"50250","1153.1605884837238","1153.1605884837238","1153.1605884837238"
"50500","1143.8011026293384","1143.8011026293384","1143.8011026293384"
"50750","927.7605672771033","927.7605672771033","927.7605672771033"
"51000","667.0110075690884","667.0110075690884","667.0110075690884"
"51250","1152.5693321988847","1152.5693321988847","1152.5693321988847"
"51500","664.2644560969784","664.2644560969784","664.2644560969784"
"51750","664.6459460320083","664.6459460320083","664.6459460320083"
"52000","908.5542477906417","908.5542477906417","908.5542477906417"
"52250","901.7230393104785","901.7230393104785","901.7230393104785"
"52500","908.97098818064","908.97098818064","908.97098818064"
"52750","939.9840340100942","939.9840340100942","939.9840340100942"
"53000","1170.0929565807098","1170.0929565807098","1170.0929565807098"
"53250","1071.7298690234047","1071.7298690234047","1071.7298690234047"
"53500","1142.965973358839","1142.965973358839","1142.965973358839"
"53750","1123.3646334637472","1123.3646334637472","1123.3646334637472"
"54000","3112.295790270273","3112.295790270273","3112.295790270273"
"54250","961.3114727505326","961.3114727505326","961.3114727505326"
"54500","1005.6224588356106","1005.6224588356106","1005.6224588356106"
"54750","977.2723162577926","977.2723162577926","977.2723162577926"
"55000","938.6038508398875","938.6038508398875","938.6038508398875"
"55250","979.505829629212","979.505829629212","979.505829629212"
"55500","659.6965066978107","659.6965066978107","659.6965066978107"
"55750","1069.1358096257497","1069.1358096257497","1069.1358096257497"
"56000","671.1490505661812","671.1490505661812","671.1490505661812"
"56250","888.2652987090667","888.2652987090667","888.2652987090667"
"56500","1003.5618354760663","1003.5618354760663","1003.5618354760663"
"56750","1025.956762667948","1025.956762667948","1025.956762667948"
"57000","1390.7944739418813","1390.7944739418813","1390.7944739418813"
"57250","1893.2288321696121","1893.2288321696121","1893.2288321696121"
"57500","1093.615077326935","1093.615077326935","1093.615077326935"
"57750","1099.3219488779528","1099.3219488779528","1099.3219488779528"
"58000","1071.7657506944588","1071.7657506944588","1071.7657506944588"
"58250","1243.724732576774","1243.724732576774","1243.724732576774"
"58500","1092.42555469902","1092.42555469902","1092.42555469902"
"58750","1105.9375056006647","1105.9375056006647","1105.9375056006647"
"59000","1277.640701041334","1277.640701041334","1277.640701041334"
"59250","1119.3705080467855","1119.3705080467855","1119.3705080467855"
"59500","1180.7973487425952","1180.7973487425952","1180.7973487425952"
"59750","3143.2337734099397","3143.2337734099397","3143.2337734099397"
"60000","3126.1510072417304","3126.1510072417304","3126.1510072417304"
"60250","3081.9800817282","3081.9800817282","3081.9800817282"
"60500","1201.0408494235432","1201.0408494235432","1201.0408494235432"
"60750","3032.4501883182425","3032.4501883182425","3032.4501883182425"
"61000","993.3330603213695","993.3330603213695","993.3330603213695"
"61250","997.6712022279088","997.6712022279088","997.6712022279088"
"61500","930.0880260264152","930.0880260264152","930.0880260264152"
"61750","995.1100147317787","995.1100147317787","995.1100147317787"
"62000","1185.6129317349694","1185.6129317349694","1185.6129317349694"
"62250","1001.0540580374759","1001.0540580374759","1001.0540580374759"
"62500","1123.4808385706717","1123.4808385706717","1123.4808385706717"
"62750","1091.2987654926826","1091.2987654926826","1091.2987654926826"
"63000","953.590033832284","953.590033832284","953.590033832284"
"63250","952.0266617192976","952.0266617192976","952.0266617192976"
"63500","1337.7217600378226","1337.7217600378226","1337.7217600378226"
"63750","906.4878441946228","906.4878441946228","906.4878441946228"
"64000","906.7031356024629","906.7031356024629","906.7031356024629"
"64250","1119.5166885233243","1119.5166885233243","1119.5166885233243"
"64500","889.6155464194081","889.6155464194081","889.6155464194081"
"64750","1063.880761658652","1063.880761658652","1063.880761658652"
"65000","942.5747835392858","942.5747835392858","942.5747835392858"
"65250","437.259769895638","437.259769895638","437.259769895638"
"65500","425.17082832318874","425.17082832318874","425.17082832318874"
"65750","420.4094361553356","420.4094361553356","420.4094361553356"
"66000","423.62449610924125","423.62449610924125","423.62449610924125"
"66250","426.69586444129794","426.69586444129794","426.69586444129794"
"66500","688.8914449050347","688.8914449050347","688.8914449050347"
"66750","686.4845065104795","686.4845065104795","686.4845065104795"
"67000","944.8907973966097","944.8907973966097","944.8907973966097"
"67250","961.5172572082164","961.5172572082164","961.5172572082164"
"67500","968.1346793647135","968.1346793647135","968.1346793647135"
"67750","428.0583897438943","428.0583897438943","428.0583897438943"
"68000","678.400660648127","678.400660648127","678.400660648127"
"68250","424.24210064395857","424.24210064395857","424.24210064395857"
"68500","949.8010972290833","949.8010972290833","949.8010972290833"
"68750","3198.913267412423","3198.913267412423","3198.913267412423"
"69000","960.546211864233","960.546211864233","960.546211864233"
"69250","968.3490764288268","968.3490764288268","968.3490764288268"
"69500","421.7790592007559","421.7790592007559","421.7790592007559"
"69750","3277.799745717916","3277.799745717916","3277.799745717916"
"70000","962.728905271261","962.728905271261","962.728905271261"
"70250","967.8106410585198","967.8106410585198","967.8106410585198"
"70500","964.8147503667219","964.8147503667219","964.8147503667219"
"70750","427.46705090377696","427.46705090377696","427.46705090377696"
"71000","962.7452249390336","962.7452249390336","962.7452249390336"
"71250","952.2459240537368","952.2459240537368","952.2459240537368"
"71500","420.9363251025104","420.9363251025104","420.9363251025104"
"71750","684.7230030320212","684.7230030320212","684.7230030320212"
"72000","696.83217919711","696.83217919711","696.83217919711"
"72250","330.20384837195405","330.20384837195405","330.20384837195405"
"72500","688.9724305301798","688.9724305301798","688.9724305301798"
"72750","979.9612183467773","979.9612183467773","979.9612183467773"
"73000","966.323330894191","966.323330894191","966.323330894191"
"73250","967.8846946915564","967.8846946915564","967.8846946915564"
"73500","689.9996555597006","689.9996555597006","689.9996555597006"
"73750","423.8087985254749","423.8087985254749","423.8087985254749"
"74000","3218.210757492084","3218.210757492084","3218.210757492084"
"74250","3254.4275722915277","3254.4275722915277","3254.4275722915277"
"74500","695.4283635695377","695.4283635695377","695.4283635695377"
"74750","677.6466943086301","677.6466943086301","677.6466943086301"
"75000","684.040779288049","684.040779288049","684.040779288049"
"75250","429.29731196397915","429.29731196397915","429.29731196397915"
"75500","682.1674902655527","682.1674902655527","682.1674902655527"
"75750","3233.902251240466","3233.902251240466","3233.902251240466"
"76000","675.4561940464018","675.4561940464018","675.4561940464018"
"76250","3294.332178092619","3294.332178092619","3294.332178092619"
"76500","693.8377916396905","693.8377916396905","693.8377916396905"
"76750","676.8975058033974","676.8975058033974","676.8975058033974"
"77000","430.5187072209726","430.5187072209726","430.5187072209726"
"77250","952.0859621273582","952.0859621273582","952.0859621273582"
"77500","2090.374230497424","2090.374230497424","2090.374230497424"
"77750","3302.0974362491233","3302.0974362491233","3302.0974362491233"
"78000","688.574051739263","688.574051739263","688.574051739263"
"78250","694.0001061772799","694.0001061772799","694.0001061772799"
"78500","698.5417770615719","698.5417770615719","698.5417770615719"
"78750","3276.514942111309","3276.514942111309","3276.514942111309"
"79000","3367.4230038002265","3367.4230038002265","3367.4230038002265"
"79250","705.0426948238443","705.0426948238443","705.0426948238443"
"79500","1794.7826503817812","1794.7826503817812","1794.7826503817812"
"79750","3251.0873960601366","3251.0873960601366","3251.0873960601366"
"80000","999.794710220282","999.794710220282","999.794710220282"
"80250","1007.6638545420196","1007.6638545420196","1007.6638545420196"
"80500","692.1887542890343","692.1887542890343","692.1887542890343"
"80750","979.7669504527578","979.7669504527578","979.7669504527578"
"81000","3301.9608029156557","3301.9608029156557","3301.9608029156557"
"81250","3338.7253190578654","3338.7253190578654","3338.7253190578654"
"81500","3243.982567628282","3243.982567628282","3243.982567628282"
"81750","3276.775982147194","3276.775982147194","3276.775982147194"
"82000","3235.3449430789406","3235.3449430789406","3235.3449430789406"
"82250","3227.2492023604555","3227.2492023604555","3227.2492023604555"
"82500","3263.219805431334","3263.219805431334","3263.219805431334"
"82750","3286.142830423779","3286.142830423779","3286.142830423779"
"83000","3271.4281910676127","3271.4281910676127","3271.4281910676127"
"83250","994.0972766358309","994.0972766358309","994.0972766358309"
"83500","3287.9945789356093","3287.9945789356093","3287.9945789356093"
"83750","1529.2625494300935","1529.2625494300935","1529.2625494300935"
"84000","3385.301907172613","3385.301907172613","3385.301907172613"
"84250","3367.5010334243843","3367.5010334243843","3367.5010334243843"
"84500","3298.0332327800834","3298.0332327800834","3298.0332327800834"
"84750","335.30655935168653","335.30655935168653","335.30655935168653"
"85000","3304.1599736531584","3304.1599736531584","3304.1599736531584"
"85250","3290.991053758307","3290.991053758307","3290.991053758307"
"85500","3302.1407860346003","3302.1407860346003","3302.1407860346003"
"85750","3320.1314270517614","3320.1314270517614","3320.1314270517614"
"86000","3358.2597704555264","3358.2597704555264","3358.2597704555264"
"86250","3266.908096920156","3266.908096920156","3266.908096920156"
"86500","3308.779098955354","3308.779098955354","3308.779098955354"
"86750","3268.7389464862968","3268.7389464862968","3268.7389464862968"
"87000","3247.5655820181587","3247.5655820181587","3247.5655820181587"
"87250","3301.5199070027097","3301.5199070027097","3301.5199070027097"
"87500","3285.1098622972995","3285.1098622972995","3285.1098622972995"
"87750","3310.6766305713186","3310.6766305713186","3310.6766305713186"
"88000","3306.4528429139586","3306.4528429139586","3306.4528429139586"
"88250","3292.7641484642427","3292.7641484642427","3292.7641484642427"
"88500","3308.7059993080798","3308.7059993080798","3308.7059993080798"
"88750","3301.219604530614","3301.219604530614","3301.219604530614"
"89000","3307.7794662540646","3307.7794662540646","3307.7794662540646"
"89250","982.1534279107688","982.1534279107688","982.1534279107688"
"89500","3351.8740985867166","3351.8740985867166","3351.8740985867166"
"89750","3279.683145654243","3279.683145654243","3279.683145654243"
"90000","3305.876990559922","3305.876990559922","3305.876990559922"
"90250","3303.25771247206","3303.25771247206","3303.25771247206"
"90500","3314.1240802070156","3314.1240802070156","3314.1240802070156"
"90750","3321.254397585962","3321.254397585962","3321.254397585962"
"91000","3280.6205986428927","3280.6205986428927","3280.6205986428927"
"91250","3314.7973066572545","3314.7973066572545","3314.7973066572545"
"91500","685.4125645460134","685.4125645460134","685.4125645460134"
"91750","684.9581058858926","684.9581058858926","684.9581058858926"
"92000","3251.3937113194493","3251.3937113194493","3251.3937113194493"
"92250","3306.3610253491865","3306.3610253491865","3306.3610253491865"
"92500","3295.2512163111","3295.2512163111","3295.2512163111"
"92750","3339.6312897876865","3339.6312897876865","3339.6312897876865"
"93000","698.8301544297437","698.8301544297437","698.8301544297437"
"93250","3343.465970043667","3343.465970043667","3343.465970043667"
"93500","3386.1039992698184","3386.1039992698184","3386.1039992698184"
"93750","3318.881584095428","3318.881584095428","3318.881584095428"
"94000","3390.5854027143364","3390.5854027143364","3390.5854027143364"
"94250","1974.9534458223695","1974.9534458223695","1974.9534458223695"
"94500","3161.780820447261","3161.780820447261","3161.780820447261"
"94750","649.1525073079788","649.1525073079788","649.1525073079788"
"95000","702.7537938143216","702.7537938143216","702.7537938143216"
"95250","615.884491389887","615.884491389887","615.884491389887"
"95500","3371.941631390896","3371.941631390896","3371.941631390896"
"95750","1282.0798810577153","1282.0798810577153","1282.0798810577153"
"96000","420.44207107440053","420.44207107440053","420.44207107440053"
"96250","415.28397819016453","415.28397819016453","415.28397819016453"
"96500","420.527617504981","420.527617504981","420.527617504981"
"96750","414.8997575100423","414.8997575100423","414.8997575100423"
"97000","3012.3777436416526","3012.3777436416526","3012.3777436416526"
"97250","412.3425122097475","412.3425122097475","412.3425122097475"
"97500","670.7939150782039","670.7939150782039","670.7939150782039"
"97750","2982.9435150583145","2982.9435150583145","2982.9435150583145"
"98000","3193.362284238834","3193.362284238834","3193.362284238834"
"98250","344.57871842154265","344.57871842154265","344.57871842154265"
"98500","3193.9751395807534","3193.9751395807534","3193.9751395807534"
"98750","271.7189760768464","271.7189760768464","271.7189760768464"
"99000","3243.8241409770153","3243.8241409770153","3243.8241409770153"
"99250","3265.850914609744","3265.850914609744","3265.850914609744"
"99500","312.341277034379","312.341277034379","312.341277034379"
"99750","454.9164178066943","454.9164178066943","454.9164178066943"
"100000","384.1089523883311","384.1089523883311","384.1089523883311"
"100250","447.17874495999683","447.17874495999683","447.17874495999683"
"100500","273.8086618066868","273.8086618066868","273.8086618066868"
"100750","272.7146075922232","272.7146075922232","272.7146075922232"
"101000","3252.817962431512","3252.817962431512","3252.817962431512"
"101250","136.60657807697453","136.60657807697453","136.60657807697453"
"101500","171.66137014940486","171.66137014940486","171.66137014940486"
"101750","203.8558759166189","203.8558759166189","203.8558759166189"
"102000","602.389792942925","602.389792942925","602.389792942925"