"Step","hopper-v4-lsde-mbrl - reward","hopper-v4-lsde-mbrl - reward__MIN","hopper-v4-lsde-mbrl - reward__MAX"
"250","44.726363834950035","44.726363834950035","44.726363834950035"
"500","53.3870249774558","53.3870249774558","53.3870249774558"
"750","54.400056186025395","54.400056186025395","54.400056186025395"
"1000","65.66602544251414","65.66602544251414","65.66602544251414"
"1250","190.60232767889883","190.60232767889883","190.60232767889883"
"1500","196.65138252285746","196.65138252285746","196.65138252285746"
"1750","184.59692229009767","184.59692229009767","184.59692229009767"
"2000","181.329521614045","181.329521614045","181.329521614045"
"2250","206.1480990897095","206.1480990897095","206.1480990897095"
"2500","178.0276357281025","178.0276357281025","178.0276357281025"
"2750","173.89269942345337","173.89269942345337","173.89269942345337"
"3000","173.40723322033566","173.40723322033566","173.40723322033566"
"3250","201.17393809288455","201.17393809288455","201.17393809288455"
"3500","185.829059374751","185.829059374751","185.829059374751"
"3750","71.34189431814185","71.34189431814185","71.34189431814185"
"4000","992.4982577323984","992.4982577323984","992.4982577323984"
"4250","195.95255461713512","195.95255461713512","195.95255461713512"
"4500","125.82653905173899","125.82653905173899","125.82653905173899"
"4750","253.3902320591863","253.3902320591863","253.3902320591863"
"5000","232.1312540362064","232.1312540362064","232.1312540362064"
"5250","240.67315496754344","240.67315496754344","240.67315496754344"
"5500","223.6813208862847","223.6813208862847","223.6813208862847"
"5750","240.0595220565538","240.0595220565538","240.0595220565538"
"6000","267.20073929817477","267.20073929817477","267.20073929817477"
"6250","249.76279550736766","249.76279550736766","249.76279550736766"
"6500","134.20217168497032","134.20217168497032","134.20217168497032"
"6750","97.698935618378","97.698935618378","97.698935618378"
"7000","324.61942132753376","324.61942132753376","324.61942132753376"
"7250","222.54943178458151","222.54943178458151","222.54943178458151"
"7500","183.16723276407032","183.16723276407032","183.16723276407032"
"7750","189.75204431942353","189.75204431942353","189.75204431942353"
"8000","253.07741416166465","253.07741416166465","253.07741416166465"
"8250","203.63346892422123","203.63346892422123","203.63346892422123"
"8500","287.7130645673981","287.7130645673981","287.7130645673981"
"8750","94.33333878592777","94.33333878592777","94.33333878592777"
"9000","99.17778269727444","99.17778269727444","99.17778269727444"
"9250","96.59977918456804","96.59977918456804","96.59977918456804"
"9500","102.25789296595576","102.25789296595576","102.25789296595576"
"9750","301.7993261518381","301.7993261518381","301.7993261518381"
"10000","280.2801019995094","280.2801019995094","280.2801019995094"
"10250","130.48786730398461","130.48786730398461","130.48786730398461"
"10500","247.72426783656135","247.72426783656135","247.72426783656135"
"10750","278.73522378831007","278.73522378831007","278.73522378831007"
"11000","197.83299676242422","197.83299676242422","197.83299676242422"
"11250","165.48301068023568","165.48301068023568","165.48301068023568"
"11500","221.570925321118","221.570925321118","221.570925321118"
"11750","237.45545076115167","237.45545076115167","237.45545076115167"
"12000","240.33578105074514","240.33578105074514","240.33578105074514"
"12250","182.17944904554983","182.17944904554983","182.17944904554983"
"12500","227.44183592183214","227.44183592183214","227.44183592183214"
"12750","232.93244532351986","232.93244532351986","232.93244532351986"
"13000","199.8590234918969","199.8590234918969","199.8590234918969"
"13250","238.5141739101601","238.5141739101601","238.5141739101601"
"13500","225.04514733527313","225.04514733527313","225.04514733527313"
"13750","229.1914334916302","229.1914334916302","229.1914334916302"
"14000","281.74995906198035","281.74995906198035","281.74995906198035"
"14250","241.626119180699","241.626119180699","241.626119180699"
"14500","216.5165276269541","216.5165276269541","216.5165276269541"
"14750","257.8208514347695","257.8208514347695","257.8208514347695"
"15000","224.81651315755485","224.81651315755485","224.81651315755485"
"15250","253.1786245476518","253.1786245476518","253.1786245476518"
"15500","280.0548088623788","280.0548088623788","280.0548088623788"
"15750","291.3800084683015","291.3800084683015","291.3800084683015"
"16000","279.9820270046951","279.9820270046951","279.9820270046951"
"16250","184.19129217685244","184.19129217685244","184.19129217685244"
"16500","296.70570958055276","296.70570958055276","296.70570958055276"
"16750","109.83497378973593","109.83497378973593","109.83497378973593"
"17000","122.39674185000227","122.39674185000227","122.39674185000227"
"17250","311.8263708580016","311.8263708580016","311.8263708580016"
"17500","318.03329004641284","318.03329004641284","318.03329004641284"
"17750","314.2430156439764","314.2430156439764","314.2430156439764"
"18000","336.2634667520172","336.2634667520172","336.2634667520172"
"18250","317.182857781544","317.182857781544","317.182857781544"
"18500","351.7064380200767","351.7064380200767","351.7064380200767"
"18750","338.14224855665935","338.14224855665935","338.14224855665935"
"19000","344.49313063604876","344.49313063604876","344.49313063604876"
"19250","358.0504581978673","358.0504581978673","358.0504581978673"
"19500","350.5382307943379","350.5382307943379","350.5382307943379"
"19750","341.14779799427413","341.14779799427413","341.14779799427413"
"20000","324.2975221366095","324.2975221366095","324.2975221366095"
"20250","154.63402809069447","154.63402809069447","154.63402809069447"
"20500","353.6709838380034","353.6709838380034","353.6709838380034"
"20750","359.5252237986264","359.5252237986264","359.5252237986264"
"21000","346.36199786079965","346.36199786079965","346.36199786079965"
"21250","224.25703617274348","224.25703617274348","224.25703617274348"
"21500","316.4783878191981","316.4783878191981","316.4783878191981"
"21750","324.8347733291672","324.8347733291672","324.8347733291672"
"22000","328.05005270695136","328.05005270695136","328.05005270695136"
"22250","340.44380500981765","340.44380500981765","340.44380500981765"
"22500","319.0159212089","319.0159212089","319.0159212089"
"22750","141.95536512633245","141.95536512633245","141.95536512633245"
"23000","138.62103160647902","138.62103160647902","138.62103160647902"
"23250","364.21038013019694","364.21038013019694","364.21038013019694"
"23500","362.06714806417455","362.06714806417455","362.06714806417455"
"23750","345.80995475255895","345.80995475255895","345.80995475255895"
"24000","352.08299343974795","352.08299343974795","352.08299343974795"
"24250","325.5001181132737","325.5001181132737","325.5001181132737"
"24500","343.1719615585922","343.1719615585922","343.1719615585922"
"24750","403.16878799124515","403.16878799124515","403.16878799124515"
"25000","363.2985862597421","363.2985862597421","363.2985862597421"
"25250","340.0274750284563","340.0274750284563","340.0274750284563"
"25500","404.58424434548374","404.58424434548374","404.58424434548374"
"25750","359.03489737794723","359.03489737794723","359.03489737794723"
"26000","433.12526080520837","433.12526080520837","433.12526080520837"
"26250","377.96152910473955","377.96152910473955","377.96152910473955"
"26500","351.1534485272994","351.1534485272994","351.1534485272994"
"26750","228.65699994346465","228.65699994346465","228.65699994346465"
"27000","403.1418037807052","403.1418037807052","403.1418037807052"
"27250","351.92588029341374","351.92588029341374","351.92588029341374"
"27500","352.7073379923341","352.7073379923341","352.7073379923341"
"27750","360.84991751172527","360.84991751172527","360.84991751172527"
"28000","369.17846899189635","369.17846899189635","369.17846899189635"
"28250","402.5407759144823","402.5407759144823","402.5407759144823"
"28500","384.9422668440995","384.9422668440995","384.9422668440995"
"28750","151.77417272131038","151.77417272131038","151.77417272131038"
"29000","379.74504467256656","379.74504467256656","379.74504467256656"
"29250","387.19521377930573","387.19521377930573","387.19521377930573"
"29500","406.37708296475245","406.37708296475245","406.37708296475245"
"29750","411.57298106931336","411.57298106931336","411.57298106931336"
"30000","1028.8011370335275","1028.8011370335275","1028.8011370335275"
"30250","398.1719259623004","398.1719259623004","398.1719259623004"
"30500","341.3115667879805","341.3115667879805","341.3115667879805"
"30750","301.75368775625947","301.75368775625947","301.75368775625947"
"31000","1013.0407838267827","1013.0407838267827","1013.0407838267827"
"31250","1017.5335679304209","1017.5335679304209","1017.5335679304209"
"31500","365.2502732505523","365.2502732505523","365.2502732505523"
"31750","1026.9982973956207","1026.9982973956207","1026.9982973956207"
"32000","219.64082842182572","219.64082842182572","219.64082842182572"
"32250","226.87300304225892","226.87300304225892","226.87300304225892"
"32500","1018.3999210936603","1018.3999210936603","1018.3999210936603"
"32750","1023.7497552019071","1023.7497552019071","1023.7497552019071"
"33000","379.73909825631546","379.73909825631546","379.73909825631546"
"33250","335.1137708104904","335.1137708104904","335.1137708104904"
"33500","355.7186749420826","355.7186749420826","355.7186749420826"
"33750","1020.3734615688622","1020.3734615688622","1020.3734615688622"
"34000","343.63027583830285","343.63027583830285","343.63027583830285"
"34250","269.68537911704595","269.68537911704595","269.68537911704595"
"34500","1032.6595816006425","1032.6595816006425","1032.6595816006425"
"34750","267.76179861462936","267.76179861462936","267.76179861462936"
"35000","783.9838097490151","783.9838097490151","783.9838097490151"
"35250","775.6968190308518","775.6968190308518","775.6968190308518"
"35500","319.54763815991055","319.54763815991055","319.54763815991055"
"35750","394.9724537397123","394.9724537397123","394.9724537397123"
"36000","292.8031927271974","292.8031927271974","292.8031927271974"
"36250","343.8421519002063","343.8421519002063","343.8421519002063"
"36500","1039.779943691567","1039.779943691567","1039.779943691567"
"36750","300.0262453726186","300.0262453726186","300.0262453726186"
"37000","963.2089357822086","963.2089357822086","963.2089357822086"
"37250","973.0433203751462","973.0433203751462","973.0433203751462"
"37500","323.22252545403865","323.22252545403865","323.22252545403865"
"37750","482.3203913386712","482.3203913386712","482.3203913386712"
"38000","299.0210243905164","299.0210243905164","299.0210243905164"
"38250","315.7446433486636","315.7446433486636","315.7446433486636"
"38500","1019.5760156643246","1019.5760156643246","1019.5760156643246"
"38750","362.0990680609759","362.0990680609759","362.0990680609759"
"39000","106.22690424087988","106.22690424087988","106.22690424087988"
"39250","1021.5487603113842","1021.5487603113842","1021.5487603113842"
"39500","227.9590942633697","227.9590942633697","227.9590942633697"
"39750","303.1352906761463","303.1352906761463","303.1352906761463"
"40000","278.43811974928303","278.43811974928303","278.43811974928303"
"40250","344.5669623317541","344.5669623317541","344.5669623317541"
"40500","332.57048344598405","332.57048344598405","332.57048344598405"
"40750","484.82435773555716","484.82435773555716","484.82435773555716"
"41000","319.90430485606794","319.90430485606794","319.90430485606794"
"41250","229.5528465097131","229.5528465097131","229.5528465097131"
"41500","201.04596494142382","201.04596494142382","201.04596494142382"
"41750","306.24732469910265","306.24732469910265","306.24732469910265"
"42000","311.3708608633303","311.3708608633303","311.3708608633303"
"42250","411.12506277164056","411.12506277164056","411.12506277164056"
"42500","296.7525033779183","296.7525033779183","296.7525033779183"
"42750","306.7186964600099","306.7186964600099","306.7186964600099"
"43000","297.35883787486995","297.35883787486995","297.35883787486995"
"43250","334.69975743227275","334.69975743227275","334.69975743227275"
"43500","163.22943545222597","163.22943545222597","163.22943545222597"
"43750","201.8060971296994","201.8060971296994","201.8060971296994"
"44000","423.09051012811403","423.09051012811403","423.09051012811403"
"44250","340.28847089765213","340.28847089765213","340.28847089765213"
"44500","337.60152472415274","337.60152472415274","337.60152472415274"
"44750","256.88854491963167","256.88854491963167","256.88854491963167"
"45000","410.5971778575156","410.5971778575156","410.5971778575156"
"45250","376.5282222215254","376.5282222215254","376.5282222215254"
"45500","97.63472647176506","97.63472647176506","97.63472647176506"
"45750","320.0058010814336","320.0058010814336","320.0058010814336"
"46000","83.82357185124886","83.82357185124886","83.82357185124886"
"46250","83.22944440815802","83.22944440815802","83.22944440815802"
"46500","394.9521019562484","394.9521019562484","394.9521019562484"
"46750","308.1036821045538","308.1036821045538","308.1036821045538"
"47000","272.6186361440544","272.6186361440544","272.6186361440544"
"47250","347.95276674669276","347.95276674669276","347.95276674669276"
"47500","227.3667043320372","227.3667043320372","227.3667043320372"
"47750","317.3734875841894","317.3734875841894","317.3734875841894"
"48000","329.313085114772","329.313085114772","329.313085114772"
"48250","336.9275806705587","336.9275806705587","336.9275806705587"
"48500","305.3521965686723","305.3521965686723","305.3521965686723"
"48750","311.82942395981746","311.82942395981746","311.82942395981746"
"49000","305.85831222821105","305.85831222821105","305.85831222821105"
"49250","330.17909068885587","330.17909068885587","330.17909068885587"
"49500","329.8556235994625","329.8556235994625","329.8556235994625"
"49750","315.964695044905","315.964695044905","315.964695044905"
"50000","327.5712262184346","327.5712262184346","327.5712262184346"
"50250","320.8788131653946","320.8788131653946","320.8788131653946"
"50500","330.57893895054724","330.57893895054724","330.57893895054724"
"50750","327.315394654469","327.315394654469","327.315394654469"
"51000","322.57679791177503","322.57679791177503","322.57679791177503"
"51250","309.7477403912466","309.7477403912466","309.7477403912466"
"51500","369.2698394509635","369.2698394509635","369.2698394509635"
"51750","317.97654921219385","317.97654921219385","317.97654921219385"
"52000","338.0680685926532","338.0680685926532","338.0680685926532"
"52250","398.65631359886305","398.65631359886305","398.65631359886305"
"52500","314.5118156248908","314.5118156248908","314.5118156248908"
"52750","337.16360321469756","337.16360321469756","337.16360321469756"
"53000","322.99688876929815","322.99688876929815","322.99688876929815"
"53250","336.44885460114364","336.44885460114364","336.44885460114364"
"53500","308.4426418928437","308.4426418928437","308.4426418928437"
"53750","316.69799370384834","316.69799370384834","316.69799370384834"
"54000","322.71126997058366","322.71126997058366","322.71126997058366"
"54250","319.91142126829607","319.91142126829607","319.91142126829607"
"54500","285.56159604605386","285.56159604605386","285.56159604605386"
"54750","261.53948223863","261.53948223863","261.53948223863"
"55000","226.42388283554203","226.42388283554203","226.42388283554203"
"55250","265.80588092541626","265.80588092541626","265.80588092541626"
"55500","204.92394951667285","204.92394951667285","204.92394951667285"
"55750","286.6796682692617","286.6796682692617","286.6796682692617"
"56000","280.1214011560042","280.1214011560042","280.1214011560042"
"56250","226.45311531972743","226.45311531972743","226.45311531972743"
"56500","383.87205875136596","383.87205875136596","383.87205875136596"
"56750","239.11160950838425","239.11160950838425","239.11160950838425"
"57000","620.2323585842481","620.2323585842481","620.2323585842481"
"57250","364.673377594814","364.673377594814","364.673377594814"
"57500","87.85562147786811","87.85562147786811","87.85562147786811"
"57750","433.60867928151345","433.60867928151345","433.60867928151345"
"58000","386.6296023813024","386.6296023813024","386.6296023813024"
"58250","353.03667002030835","353.03667002030835","353.03667002030835"
"58500","313.70183756088915","313.70183756088915","313.70183756088915"
"58750","329.60185581997854","329.60185581997854","329.60185581997854"
"59000","360.2996508609051","360.2996508609051","360.2996508609051"
"59250","362.77497642783277","362.77497642783277","362.77497642783277"
"59500","339.6468973317583","339.6468973317583","339.6468973317583"
"59750","365.8719147675199","365.8719147675199","365.8719147675199"
"60000","389.89590047110426","389.89590047110426","389.89590047110426"
"60250","481.12861545996645","481.12861545996645","481.12861545996645"
"60500","315.1604022592395","315.1604022592395","315.1604022592395"
"60750","323.5726094960322","323.5726094960322","323.5726094960322"
"61000","408.62499578844296","408.62499578844296","408.62499578844296"
"61250","380.2221987349017","380.2221987349017","380.2221987349017"
"61500","391.2220306946448","391.2220306946448","391.2220306946448"
"61750","461.79762681830834","461.79762681830834","461.79762681830834"
"62000","452.1104932022428","452.1104932022428","452.1104932022428"
"62250","487.2307065931299","487.2307065931299","487.2307065931299"
"62500","385.21936149176435","385.21936149176435","385.21936149176435"
"62750","513.8138227665542","513.8138227665542","513.8138227665542"
"63000","495.16483285361056","495.16483285361056","495.16483285361056"
"63250","374.53825491979853","374.53825491979853","374.53825491979853"
"63500","462.3947530669947","462.3947530669947","462.3947530669947"
"63750","442.8041292153577","442.8041292153577","442.8041292153577"
"64000","365.29037626031044","365.29037626031044","365.29037626031044"
"64250","407.98332233271435","407.98332233271435","407.98332233271435"
"64500","442.0608281928671","442.0608281928671","442.0608281928671"
"64750","481.0217293969892","481.0217293969892","481.0217293969892"
"65000","521.1622263269373","521.1622263269373","521.1622263269373"
"65250","434.1921107892504","434.1921107892504","434.1921107892504"
"65500","570.3865661589329","570.3865661589329","570.3865661589329"
"65750","723.4173028982672","723.4173028982672","723.4173028982672"
"66000","418.1796533374893","418.1796533374893","418.1796533374893"
"66250","541.4935299718729","541.4935299718729","541.4935299718729"
"66500","637.254549731854","637.254549731854","637.254549731854"
"66750","498.41289793168653","498.41289793168653","498.41289793168653"
"67000","679.0613905859243","679.0613905859243","679.0613905859243"
"67250","479.77934812267137","479.77934812267137","479.77934812267137"
"67500","637.0149562828718","637.0149562828718","637.0149562828718"
"67750","902.9818608398665","902.9818608398665","902.9818608398665"
"68000","709.0504208162511","709.0504208162511","709.0504208162511"
"68250","605.1555210524145","605.1555210524145","605.1555210524145"
"68500","759.440971132868","759.440971132868","759.440971132868"
"68750","901.3758241600602","901.3758241600602","901.3758241600602"
"69000","763.351756915366","763.351756915366","763.351756915366"
"69250","406.45517996529765","406.45517996529765","406.45517996529765"
"69500","660.1599837038782","660.1599837038782","660.1599837038782"
"69750","261.93301641956145","261.93301641956145","261.93301641956145"
"70000","259.6276864097258","259.6276864097258","259.6276864097258"
"70250","408.7978325047005","408.7978325047005","408.7978325047005"
"70500","478.39569204738126","478.39569204738126","478.39569204738126"
"70750","557.5574311094134","557.5574311094134","557.5574311094134"
"71000","575.7986473353546","575.7986473353546","575.7986473353546"
"71250","694.3849471150105","694.3849471150105","694.3849471150105"
"71500","882.786055167999","882.786055167999","882.786055167999"
"71750","758.4845475557725","758.4845475557725","758.4845475557725"
"72000","562.2751160440247","562.2751160440247","562.2751160440247"
"72250","873.1773411306378","873.1773411306378","873.1773411306378"
"72500","802.1139566991675","802.1139566991675","802.1139566991675"
"72750","527.2445241550114","527.2445241550114","527.2445241550114"
"73000","551.396255630453","551.396255630453","551.396255630453"
"73250","228.3994555626564","228.3994555626564","228.3994555626564"
"73500","2186.258322805589","2186.258322805589","2186.258322805589"
"73750","516.1228517274823","516.1228517274823","516.1228517274823"
"74000","785.1051666036647","785.1051666036647","785.1051666036647"
"74250","2410.801332043948","2410.801332043948","2410.801332043948"
"74500","796.1383135133262","796.1383135133262","796.1383135133262"
"74750","765.2890105053453","765.2890105053453","765.2890105053453"
"75000","617.511583438221","617.511583438221","617.511583438221"
"75250","2408.9130786979244","2408.9130786979244","2408.9130786979244"
"75500","1447.356292129686","1447.356292129686","1447.356292129686"
"75750","2014.2032838268424","2014.2032838268424","2014.2032838268424"
"76000","2594.2363251073275","2594.2363251073275","2594.2363251073275"
"76250","892.2705620018695","892.2705620018695","892.2705620018695"
"76500","543.8588632227288","543.8588632227288","543.8588632227288"
"76750","715.1218544901977","715.1218544901977","715.1218544901977"
"77000","2561.17185309618","2561.17185309618","2561.17185309618"
"77250","886.0353749547814","886.0353749547814","886.0353749547814"
"77500","466.24876917714846","466.24876917714846","466.24876917714846"
"77750","2243.3858861612293","2243.3858861612293","2243.3858861612293"
"78000","2499.433842847403","2499.433842847403","2499.433842847403"
"78250","1107.0278445449744","1107.0278445449744","1107.0278445449744"
"78500","2630.5207129165115","2630.5207129165115","2630.5207129165115"
"78750","2511.5955464529834","2511.5955464529834","2511.5955464529834"
"79000","2607.025008689277","2607.025008689277","2607.025008689277"
"79250","642.6972388180703","642.6972388180703","642.6972388180703"
"79500","1070.0563460309195","1070.0563460309195","1070.0563460309195"
"79750","2703.6656989265102","2703.6656989265102","2703.6656989265102"
"80000","771.6078142881917","771.6078142881917","771.6078142881917"
"80250","221.02797261653322","221.02797261653322","221.02797261653322"
"80500","786.4411455029596","786.4411455029596","786.4411455029596"
"80750","2705.30242758923","2705.30242758923","2705.30242758923"
"81000","240.9640946625449","240.9640946625449","240.9640946625449"
"81250","697.3168767505006","697.3168767505006","697.3168767505006"
"81500","1579.4371235846527","1579.4371235846527","1579.4371235846527"
"81750","1294.3726565924326","1294.3726565924326","1294.3726565924326"
"82000","761.6751477123854","761.6751477123854","761.6751477123854"
"82250","838.5114512296213","838.5114512296213","838.5114512296213"
"82500","753.9040314578881","753.9040314578881","753.9040314578881"
"82750","210.26558319771445","210.26558319771445","210.26558319771445"
"83000","798.9532981621267","798.9532981621267","798.9532981621267"
"83250","429.3342117747307","429.3342117747307","429.3342117747307"
"83500","2885.4398025707146","2885.4398025707146","2885.4398025707146"
"83750","1257.175275644592","1257.175275644592","1257.175275644592"
"84000","764.3573542920427","764.3573542920427","764.3573542920427"
"84250","2832.465506414252","2832.465506414252","2832.465506414252"
"84500","2835.4871664310813","2835.4871664310813","2835.4871664310813"
"84750","473.25421866930253","473.25421866930253","473.25421866930253"
"85000","2815.7708238803307","2815.7708238803307","2815.7708238803307"
"85250","2861.3229510197457","2861.3229510197457","2861.3229510197457"
"85500","2742.8967971649363","2742.8967971649363","2742.8967971649363"
"85750","1544.0491100913432","1544.0491100913432","1544.0491100913432"
"86000","2986.1603726153667","2986.1603726153667","2986.1603726153667"
"86250","2939.777543317233","2939.777543317233","2939.777543317233"
"86500","2520.016567223914","2520.016567223914","2520.016567223914"
"86750","2936.965167945674","2936.965167945674","2936.965167945674"
"87000","1265.7277317550536","1265.7277317550536","1265.7277317550536"
"87250","2746.4458351483713","2746.4458351483713","2746.4458351483713"
"87500","2662.1147628972994","2662.1147628972994","2662.1147628972994"
"87750","2853.6381073719817","2853.6381073719817","2853.6381073719817"
"88000","1410.9062017148074","1410.9062017148074","1410.9062017148074"
"88250","1920.4176318207872","1920.4176318207872","1920.4176318207872"
"88500","2861.360921097512","2861.360921097512","2861.360921097512"
"88750","746.4130010807854","746.4130010807854","746.4130010807854"
"89000","2151.299262444193","2151.299262444193","2151.299262444193"
"89250","1541.5925965701588","1541.5925965701588","1541.5925965701588"
"89500","2811.0184197988274","2811.0184197988274","2811.0184197988274"
"89750","676.5806818236662","676.5806818236662","676.5806818236662"
"90000","678.3068707795919","678.3068707795919","678.3068707795919"
"90250","3175.5132502392335","3175.5132502392335","3175.5132502392335"
"90500","1011.5618914180969","1011.5618914180969","1011.5618914180969"
"90750","3003.327999423409","3003.327999423409","3003.327999423409"
"91000","1305.189284843373","1305.189284843373","1305.189284843373"
"91250","1408.0065156943128","1408.0065156943128","1408.0065156943128"
"91500","708.5172801143356","708.5172801143356","708.5172801143356"
"91750","2804.685396597828","2804.685396597828","2804.685396597828"
"92000","770.7643585492315","770.7643585492315","770.7643585492315"
"92250","2792.787787534855","2792.787787534855","2792.787787534855"
"92500","974.5303538947364","974.5303538947364","974.5303538947364"
"92750","1027.1931967010044","1027.1931967010044","1027.1931967010044"
"93000","957.0735619877076","957.0735619877076","957.0735619877076"
"93250","2295.179490747446","2295.179490747446","2295.179490747446"
"93500","1764.7715254210812","1764.7715254210812","1764.7715254210812"
"93750","713.7795457927358","713.7795457927358","713.7795457927358"
"94000","2785.910350392392","2785.910350392392","2785.910350392392"
"94250","843.5480856549952","843.5480856549952","843.5480856549952"
"94500","2950.7503312046592","2950.7503312046592","2950.7503312046592"
"94750","2990.0568037288904","2990.0568037288904","2990.0568037288904"
"95000","2120.478305885568","2120.478305885568","2120.478305885568"
"95250","3050.027312377508","3050.027312377508","3050.027312377508"
"95500","3002.1443531150003","3002.1443531150003","3002.1443531150003"
"95750","3062.823545979677","3062.823545979677","3062.823545979677"
"96000","2699.862318329568","2699.862318329568","2699.862318329568"
"96250","1623.7190505899869","1623.7190505899869","1623.7190505899869"
"96500","2878.430544692198","2878.430544692198","2878.430544692198"
"96750","2676.425893331834","2676.425893331834","2676.425893331834"
"97000","2943.0608583407825","2943.0608583407825","2943.0608583407825"
"97250","2559.015428524037","2559.015428524037","2559.015428524037"
"97500","2755.8565300076934","2755.8565300076934","2755.8565300076934"
"97750","2759.0790406765086","2759.0790406765086","2759.0790406765086"
"98000","2843.737120895484","2843.737120895484","2843.737120895484"
"98250","2562.861327108383","2562.861327108383","2562.861327108383"
"98500","2681.1333299120383","2681.1333299120383","2681.1333299120383"
"98750","2993.1939313252014","2993.1939313252014","2993.1939313252014"
"99000","3053.858560373365","3053.858560373365","3053.858560373365"
"99250","2808.69027117604","2808.69027117604","2808.69027117604"
"99500","2793.336290758599","2793.336290758599","2793.336290758599"
"99750","2805.1343808528563","2805.1343808528563","2805.1343808528563"
"100000","2719.4222737514824","2719.4222737514824","2719.4222737514824"
"100250","2980.903183262084","2980.903183262084","2980.903183262084"
"100500","3038.7861812981364","3038.7861812981364","3038.7861812981364"
"100750","2720.306999845612","2720.306999845612","2720.306999845612"
"101000","468.77979582504673","468.77979582504673","468.77979582504673"
"101250","2668.590438443309","2668.590438443309","2668.590438443309"
"101500","3010.1434868723054","3010.1434868723054","3010.1434868723054"
"101750","3085.3499185614983","3085.3499185614983","3085.3499185614983"
"102000","1234.711546190486","1234.711546190486","1234.711546190486"
"102250","3118.4287606106896","3118.4287606106896","3118.4287606106896"
"102500","2740.2122561155516","2740.2122561155516","2740.2122561155516"
"102750","2856.489888164308","2856.489888164308","2856.489888164308"
"103000","2822.5213357070315","2822.5213357070315","2822.5213357070315"
"103250","2757.5904622458766","2757.5904622458766","2757.5904622458766"
"103500","2310.931255236638","2310.931255236638","2310.931255236638"
"103750","2904.565149244054","2904.565149244054","2904.565149244054"
"104000","2989.7306302443913","2989.7306302443913","2989.7306302443913"
"104250","3160.2677244133147","3160.2677244133147","3160.2677244133147"
"104500","2896.3715063724503","2896.3715063724503","2896.3715063724503"
"104750","2961.794270858498","2961.794270858498","2961.794270858498"
"105000","827.9530460551279","827.9530460551279","827.9530460551279"
"105250","2742.442962089924","2742.442962089924","2742.442962089924"
"105500","788.7647768694977","788.7647768694977","788.7647768694977"
"105750","2892.14381042644","2892.14381042644","2892.14381042644"
"106000","3146.57639602851","3146.57639602851","3146.57639602851"
"106250","3115.52425773267","3115.52425773267","3115.52425773267"
"106500","2877.2155478317304","2877.2155478317304","2877.2155478317304"
"106750","2889.676517610889","2889.676517610889","2889.676517610889"
"107000","3046.0501925789367","3046.0501925789367","3046.0501925789367"
"107250","2823.762488056469","2823.762488056469","2823.762488056469"
"107500","2815.0256388800217","2815.0256388800217","2815.0256388800217"
"107750","2921.949166881891","2921.949166881891","2921.949166881891"
"108000","1009.9698010453576","1009.9698010453576","1009.9698010453576"